,alpha,heuristic,inductive,ILP,split
inst209,0.8461538461538463,0.5510204081632653,0.6111111111111112,0.31707317073170727,0.5384615384615384
inst210,0.5272727272727272,0.6153846153846154,0.5466666666666667,0.5,0.6000000000000001
inst211,0.6202531645569621,0.625,0.6353591160220995,0.15675675675675677,0.6146788990825688
inst212,0.7142857142857143,0.6170212765957447,0.6393442622950819,0.2761904761904762,0.6170212765957447
inst213,0.7037037037037037,0.6875,0.6629213483146068,0.3138686131386861,0.6585365853658536
inst214,0.5384615384615384,0.5737704918032787,0.5813953488372092,0.19658119658119658,0.6056338028169015
inst215,0.6000000000000001,0.7142857142857143,0.625,0.3125,0.5384615384615384
inst216,0.9333333333333331,0.6603773584905661,0.6521739130434783,0.39473684210526316,0.6721311475409836
inst217,0.4807692307692307,0.6263736263736264,0.6240601503759399,0.2429906542056075,0.6521739130434783
inst218,0.65,0.6521739130434783,0.6140350877192983,0.45161290322580644,0.6326530612244898
inst219,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7499999999999999,0.7142857142857143
inst220,1.0,0.6296296296296295,0.6727272727272727,0.6428571428571429,0.6216216216216216
inst221,0.7499999999999999,1.0,0.8461538461538463,0.625,0.7777777777777779
inst222,1.0,0.8181818181818181,0.8461538461538463,0.391304347826087,0.8181818181818181
inst223,0.5384615384615384,0.6000000000000001,0.6470588235294118,0.18604651162790697,0.6065573770491803
inst224,0.47560975609756095,0.5949367088607594,0.5061728395061729,0.3057851239669422,0.621301775147929
inst225,0.4,0.5555555555555556,0.5772357723577236,0.22619047619047616,0.5771428571428571
inst226,1.0,1.0,1.0,1.0,1.0
inst227,0.6428571428571429,0.625,0.6000000000000001,0.4074074074074074,0.6216216216216216
inst228,0.5454545454545454,0.6363636363636362,0.625,0.5172413793103449,0.6363636363636362
inst229,0.7499999999999999,0.6000000000000001,0.6363636363636362,0.3125,0.6000000000000001
inst230,0.7894736842105263,0.7391304347826086,0.7297297297297298,0.37777777777777777,0.6470588235294118
inst231,0.393939393939394,0.5686274509803921,0.6054421768707484,0.10119047619047619,0.5357142857142857
inst232,0.6538461538461539,0.589041095890411,0.5932203389830509,0.23255813953488372,0.5789473684210527
inst233,0.7142857142857143,1.0,0.7777777777777779,0.5555555555555556,0.7142857142857143
inst234,0.41463414634146345,0.5913978494623656,0.5680000000000001,0.391304347826087,0.5913978494623656
inst235,1.0,0.5652173913043479,0.6000000000000001,0.23076923076923078,0.5652173913043479
inst236,1.0,0.7142857142857143,0.7499999999999999,0.30000000000000004,0.7142857142857143
inst237,0.49668874172185434,0.632,0.6205128205128204,0.22631578947368422,0.640625
inst238,0.5032679738562091,0.5945945945945946,0.5106382978723404,0.2018348623853211,0.610062893081761
inst239,1.0,0.6470588235294118,0.6666666666666666,0.2808988764044944,0.6470588235294118
inst240,0.6097560975609756,0.6082474226804123,0.6000000000000001,0.19161676646706588,0.6181818181818182
inst241,0.8666666666666667,0.6666666666666666,0.6326530612244898,0.47058823529411764,0.6551724137931035
inst242,0.7241379310344828,0.6190476190476191,0.641025641025641,0.2571428571428571,0.6000000000000001
inst243,0.52,0.7000000000000001,0.625,0.5416666666666666,0.7000000000000001
inst244,1.0,0.6363636363636362,0.6585365853658536,0.2753623188405797,0.6000000000000001
inst245,0.5652173913043479,0.6000000000000001,0.5454545454545454,0.2727272727272727,0.47368421052631576
inst246,1.0,0.6551724137931035,0.6666666666666666,0.4,0.625
inst247,1.0,0.8181818181818181,0.8,0.37931034482758624,0.7142857142857143
inst248,0.5714285714285714,0.625,0.391304347826087,0.26666666666666666,0.607843137254902
inst249,1.0,0.52,0.5499999999999999,0.12386706948640484,0.5172413793103449
inst250,0.5102040816326531,0.5652173913043479,0.6338028169014084,0.17525773195876287,0.6140350877192983
inst251,1.0,0.6470588235294118,0.6842105263157894,0.25,0.6470588235294118
inst252,1.0,0.8181818181818181,0.8461538461538463,0.391304347826087,0.8181818181818181
inst253,0.4553191489361702,0.6060606060606061,0.562043795620438,0.2737127371273713,0.6150234741784038
inst254,0.43999999999999995,0.6438356164383561,0.5238095238095238,0.43529411764705883,0.6438356164383561
inst255,0.5555555555555556,0.6610169491525424,0.6076555023923444,0.24912280701754383,0.6535433070866142
inst256,0.4831460674157303,0.6470588235294118,0.625,0.42857142857142855,0.6712328767123287
inst257,0.5,0.6271186440677966,0.6000000000000001,0.39759036144578314,0.6333333333333333
inst258,0.4807692307692307,0.5533980582524273,0.5741935483870968,0.1534090909090909,0.5576923076923077
inst259,0.8823529411764706,0.6470588235294118,0.65,0.45454545454545453,0.6428571428571429
inst260,0.7499999999999999,1.0,0.8461538461538463,0.625,0.7777777777777779
inst261,0.5747126436781609,0.6444444444444444,0.4527363184079602,0.3040752351097179,0.6402116402116402
inst262,0.5757575757575757,0.6774193548387096,0.641025641025641,0.5384615384615384,0.6774193548387096
inst263,0.6825396825396826,0.5833333333333333,0.5522388059701492,0.32894736842105265,0.5686274509803921
inst264,1.0,0.6000000000000001,0.6119402985074627,0.18435754189944134,0.5609756097560976
inst265,1.0,0.6470588235294118,0.6585365853658536,0.22105263157894736,0.6296296296296295
inst266,0.8333333333333333,0.5510204081632653,0.588235294117647,0.1314741035856574,0.5438596491228069
inst267,0.6000000000000001,0.6752136752136753,0.47517730496453897,0.45714285714285713,0.65625
